en,es
"At the same time, as he told the Czech Press agency, he emphasized in front of his partner that the Czech Republic placed great importance on the problem of the Czech entomologists.","Por otra parte, como dijo la ČTK, ante su colega insistió en que la República Checa considera el problema de los entomólogos checos de una gran importancia."
"""We truly consider the arrest and charging of these Czech scientists to be a grave mistake,"" he declared.","""Consideramos realmente de tremado error el encarcelar y condenar a estos científicos checos"", anunció."
The minister avoided answering the question of whether he had received a promise from the Indian side to pursue the matter.,El ministro eludió la respuesta a la pregunta de si recibió de la parte india la promesa de que se ocuparía del asunto.
"He stated merely ""I have already received quite a few promises"".","""He recibido bastantes promesas"", sólo constató."
Czech referees battle for ocean floor,Un checo arbitra una lucha en el fondo marino
He steps toward the electronic wall map depicting Australia and the surrounding sea areas.,"Me acerco a un mapa electrónico de pared, en él se representa a Australia rodeada de mar."
"However, he is not interested in the continent, but in a small point lost in the blue of the ocean.","No le interesa, sin embargo, el continente sino un pequeño punto perdido en el océano azul."
"""This island, and with it the ocean floor surrounding it, belongs to Australia.","""La isla pertenece a Australia y junto a ella también el fondo marino que la rodea."
"At the same time, the area is as large as the continent itself,"" says Italian lawyer Luigi Santosuosso, who belongs to the thirty-member team of employees of the UN Division for Ocean Affairs and the Law of the Sea.","La región es, al mismo tiempo, tan grande como un solo continente"", dice el abogado italiano Luigi Santosuosso, que pertenece al equipo de treinta miembros que trabajan en la División de la ONU para Asuntos del Derecho oceánico y del Mar."
"His boss, the division director, Czech lawyer Václav Mikulka, follows what he is saying and occasionally adds something.","Su jefe, director de la División, el abogado checo Václav Mikulka, sigue la exposición y, a veces, la completa."
Zest and enthusiasm for work are dominant here.,Gobierna este talante y entusiasmo de trabajo.
The ocean floor shelters a thus far little known world rich in natural resources.,"El fondo marino esconde hasta hoy un mundo poco conocido, rico en fuentes naturales."
"It is possible to find oil, ores, and other minerals, but also thus far unknown living organisms that hold the key, for example, to the development of a cure for cancer.","Se puede encontrar petróleo y otras materias primas minerales, pero también desconocidos organismos hasta hoy que en sí llevan la clave para el desarrollo de medicamentos contra el cáncer."
A floor larger than the continent,El fondo es mayor que la tierra firme
Coastal countries today have begun to vehemently compete for the new underwater territory.,Los países con costa han empezado hoy a disputarse de forma vehemente los nuevos territorios bajo el mar.
"That is, according to a UN agreement they are utilizing the rights on which they agreed in 1982 in Montego Bay, Jamaica.",Según el Tratado de la ONU estos se aprovechan de los derechos que acordaron en el año 1982 en Montego Bay en Jamaica.
"This is mainly the area of the so-called continental shelf, which often reaches up to several hundred kilometers from the coast of the given country.",Se trata fundamentalmente del llamado Borde continental el cual a veces se extiende a algunos cientos de kilómetros desde la costa del país dado.
"According to the agreement, that country has the exclusive right to all resources of the continental shelf.","Este tiene, según el Tratado, exclusivos derechos en todos los recursos del Borde continental."
"""Taken simply, the continental shelf is considered to be the part of the ocean floor which is the natural continuation of the continent under the sea and its substratum.","""Sencillamente, por Borde continental se entiende la parte del fondo marino y su superficie, la cual es continuación natural del continente bajo el agua."
"It reached beyond the edge of the coastal sea, often even beyond the edge of the two hundred nautical miles of the so-called exclusive economic zone"", Mikulka explains.","Llega hasta el límite de la costa del mar, y a menudo, hasta la frontera de las doscientas millas marinas, es decir, pura zona económica"", explica Mikulka."
The request the given country submits to the Commission on the Limits of the Continental Shelf must be supported by scientific and technical documentation based on many costly surveys and measurements.,"La petición que el país dado presenta a la Comisión, para la delimitación de los límites exteriores del Borde continente, debe ser entregada con documentación técnica científica fundada en investigaciones y medidas."
It is the result of many years of preparatory work.,Es el resultado de una serie de años de preparación de trabajos.
"""One of our roles is to provide the commission with legal and specialized technical assistance.","""Una de nuestras tareas es organizar una comisión de ayuda especialista técnica y legal."
"The commission has thus far discussed five requests, from Russia, Brazil, Australia, Ireland and New Zealand.","La comisión hasta hoy ha tramitado cinco solicitudes de Rusia, Brasil, Australia, Irlanda y Nueva Zelanda."
"Only the last three of those countries have been successful so far,"" Mikulka adds.","Por ahora, sólo han salido adelante las de los tres últimos países mencionados"", añade Mikulka."
"Recently the success of Australia, which was the first to expand its underwater domain, was registered worldwide.","No hace mucho, el éxito de Australia tuvo una repercusión mundial ya que fue la primera que esencialmente amplió su dominio marino."
"But New Zealand gained as well - the area of the ocean floor that the commission conceded to it is around 1.6 million square kilometers, that is, roughly six times bigger than the size of the country itself.","Sin embargo, también lo consiguió Nueva Zelanda - la superficie de fondo marino que le otorgó la comisión la semana pasada es de 1,6 millones de kilómetros cuadrados, es decir, casi seis veces más que el tamaño del propio estado."
Both countries invested millions of dollars into surveying.,Ambos países invirtieron millones de dolores para su estudio.
"The profit which will ensue from the utilization of the ocean floor in the future will be, they hope, priceless.","La ganancia que se desprenderá del uso del fondo marino será, como prometen, invalorable."
Other countries will also gradually submit their requests.,También otros estados están presentando poco a poco sus solicitudes.
"They have until ten years from the moment when they ratified the ""Montego Bay Agreement"" to do so.","Pueden efectuarlo hasta los diez años desde el momento en que ratificaron el ""Tratado de Montego Bay""."
"Where the continental shelf ends, the area of the ocean floor declared by the agreement as the ""common heritage of humankind"" begins.","Allá donde termina el Borde continental empieza la región del fondo oceánico declarada por Tratado como ""herencia común de la humanidad""."
Here no country has any exclusive position any longer.,"Ya aquí, ninguna nación tiene una posición exclusiva."
Mining rights in this area are granted through the agreement established by the international institution.,El derecho de explotación en estas zonas lo administran los Tratados establecidos por instituciones internacionales.
"""But the ocean floor is no Klondike"", director Mikulka says exaggeratedly, adding that his ""individual areas are legally clearly delimited and their regime is anchored in contracts.""","""El fondo marino, sin embargo, no es ninguna mina de oro"", dice con énfasis el director Mikulka añadiendo ""que sus zonas separadas están legalmente y claramente restringidas y su régimen definido por contrato""."
Czechs in the Pacific,Los checos en el Pacífico
Part of the ocean floor currently belongs to the Czech Republic.,"Y hoy, una parte del fondo marino pertenece también a la República Checa."
"It shares it with other countries from the former Eastern Bloc as a part of the common organization ""Interoceanmetal"".","Se reparte con otros países del entonces Bloque del Este dentro de la organización común ""Interoceanmetal""."
"By agreement, this organization, like the investors of several small other countries, gained the status of so-called ""pioneering investor"" in 1991.","Este lo consiguió en el año 1991 con un Tratado como inversores lo mismo que otros pocos estados, estados llamados ""el inversor pionero""."
"It is authorized to mine in the ClarionClipperton zone in the Pacific Ocean, which lies between Mexico, Hawaii and Kiribati.","Tiene facultad para explotar en la zona de ClarionClipperton en el océano Pacífico, entre México, las Islas Hawai y Kiribati."
The area investigated by the investor is slightly larger than the former Czechoslovakia.,La zona a investigar por el inversor es algo más grande que la antigua Checoslovaquia.
"The ocean floor there is rugged, it is a sort of underwater model of the Tatra Mountains.","El fondo allá es accidentado, se trata de algo así como una réplica marina de los Tatra."
"""It is possible to mine there on an overall area of 75,000 square kilometers.","""Se puede explotar una superficie de una extensión total de 75.000 kilómetros cuadrados."
"The area is a rich locality for the collection of poly-metal concretions containing nickel, copper, cobalt and manganese,"" says another lawyer, Pakshi Rajan from India.","La zona es rica en yacimientos de concreción polimetálica que contienen níquel, cobre, cobalto y manganeso"", añade el abogado indio, Pakshi Rajan."
"The Macedonian lawyer from the division, Rober Sandev, brings one such concretion to demonstrate.","Un empleado macedonio de la División, Rober Sandev, nos trae una muestra de ese tipo de concreción."
"It looks like a small potato or, with a bit of fantasy, the mythical shem, which, according to legend, brought the Golem to life.","Nos recuerda a una pequeña patata o con un poco de fantasía, el Shem, que según la leyenda revivía al Golem."
German Special Forces Present at Hostage Rescue,Durante la liberación de los rehenes el comando de fuerzas especiales alemán estaba en el lugar de acción
"In solving the hostage crisis, the Egyptian government had requested help from Germany - which sent in the experts.",Para resolver la crisis de rehenes el gobierno de Egipto había pedido la ayuda de Alemania- los expertos vinieron.
"When push came to shove, the special forces were ready, but their services were not required in the end.","Cuando la situación se hizo seria, el comando de fuerzas especiales estaba listo, pero la operación no fue realizada."
More and more details are surfacing on the circumstances surrounding the liberation of the eleven European tourists abducted in Egypt.,Cada vez se conocen más detalles sobre las circunstancias de la liberación de 11 turistas europeos en Egipto.
"According to the German Federal Ministries of Defense and of the Interior, German special forces indirectly took part in the rescue mission.",Según los datos del ministerio de defensa y del ministerio del interior en la acción de salvación participaron en modo indirecto también las fuerzas especiales alemanas.
"Specialists of the Federal Armed Forces (Bundeswehr) and members of the German Federal Police (Bpol) and its GSG 9 and Air Guard special units were present at the rescue, spokesmen of the ministries said Monday night, as well as members of the Federal Criminal Police Office (BKA) and logistics experts of the Agency of Technical Relief (THW).","Por lo tanto en el lugar de liberación estaban los especialistas del ejército de Alemania así como funcionarios de GSG 9, escuadrilla de avión de la policía federal, de la Oficina Federal de Investigación Criminal también los expertos en el ámbito de logística de la institución benéfica técnica."
"The German forces were not required, however, they said, because the captors abandoned their hostages and fled when they became aware that the hostages were about to be freed by force.","Como informaban los portavoces de los ministerios el lunes por la noche, las fuerzas alemanas no se necesitaban porque secuestradores, dándose cuenta de una liberación violenta, dejaron ir a sus prisioneros y escaparon."
The Egyptian government had accepted the help offered by Germany to rely on the German forces as backup during the operation.,El gobierno de Egipto aceptó la ayuda de la Alemania para usarla como apoyo en el lugar.
"`Luckily, it didn't come to that,' a spokesman of the German Federal Ministry of the Interior said.","""Afortunadamente no llegó ese momento, "" dijo un portavoz del Ministerio Federal del Interior."
"The travel group consisting of five Germans, five Italians, a Romanian woman and their eight Egyptian companions had been ambushed and abducted on September 19 in the south of Egypt.","El 19 de septiembre en el sur de Egipto los asaltantes habían secuestrado un grupo de viajeros compuesta de 5 alemanes, 5 italianos, una rumana así como de sus 8 acompañantes egipcios."
"After their abduction in a desert region in the south of Egypt, the hostages had been carried back and forth in the border region between Egypt, Libya, Sudan and Chad.","Después del secuestro en la región de desierto del sur de Egipto a los rehenes los deportaron de un lado al otro en la zona fronteriza entre el Egipto, la Libia, el Sudán y el Chad."
"To date, the identity of the captors remains unknown, as do details on the rescue or on possible ransoms.",La identidad de los secuestradores se quedó desconocida hasta el final así como los detalles de la liberación o posibles pagos de rescate.
"The former hostages have arrived safely and soundly in Cairo, meanwhile.",Mientras tanto las personas salvadas sanas y salvas llegaron al Cairo.
German Foreign Minister Steinmeier said they have been entrusted to the care of the German embassy.,Steinmeier dijo que los rehenes liberados estaban bajo la tutela de la embajada de Alemania.
He did not comment on the details of the rescue.,No dijo ninguna palabra sobre los detalles de la liberación.
"In Berlin, no immediate information on their return to Germany was given.",Al principio en Berlín no hubo ninguna información sobre la vuelta de ellos a Alemania.
"According to German newspaper `Bild,' the five tourists and the special forces are to board an Airbus of the German Air Force, which is said to arrive in Germany on Tuesday.","Según el periódico ""Bild"", 5 turistas y las fuerzas especiales tienen que regresar en Airbus de las fuerzas aéreas de Alemania y llegar a Alemania el martes."
U.S. House of Representatives Rejects Bailout,La Cámara de Representantes de los Estados Unidos no aprueba el paquete de salvación
The 700 billion dollar bailout package for the financial markets narrowly failed to pass in the first of the two chambers of the U.S. Congress.,La primera cámara del Congreso de los Estado Unidos dejo fracasar con escaso un gran paquete de salvación de 700 mil millones de dólares para los mercados financieros.
The Dow Jones took a nose-dive.,El Dow Jones cayó muy drásticamente.
"With a vote of 227 to 206 against, the U.S. House of Representatives rejected the government's bailout package for the financial markets.",La Cámara de Representantes de los Estados Unidos rechazó con 227 votos contra 206 el paquete del gobierno para salvación los mercados financieros.
"All appeals by President George W. Bush and leading officials of both parties notwithstanding, no majority was reached for the program that was meant to contain the chaos at the financial markets.",A pesar de todos llamamientos del presidente George W. Bush y ex políticos de ambos partidos no llegó a una mayoría para el programa con que debería ser limitado el desorden en los mercados financieros.
"In a dramatic campaign, supporters had made desperate attempts to convince the critics of the 700 billion dollar plan's merits.",Con una dramática acción los defensores desesperados todavía habían intentado a convencer a los críticos aceptar el gran paquete de 700 mil millones de dólares.
"Barney Frank, one of the main Democratic negotiators, had called on representatives for approval, even though it was an unpopular plan.","Barney Frank, el dirigente de las negociaciones demócrata había pedido a los diputados hacer una votación aunque el plan no es tan popular."
"`It's hard to get political approval for the prevention of something that hasn't happened yet,' he conceded.","""Es difícil recibir la aprobación política para evitar algo que todavía absolutamente no ha ocurrido"", admitió."
"While the vote was still underway, the Dow Jones saw a drop of more than six percent, or 600 points.",Ya durante la votación el Dow Jones cayó a más de 6 por ciento o a 600 puntos.
It was caused by investors' worries that the government bailout might fail.,La causa de eso eran las preocupaciones de los inversores que el paquete de salvación estatal pudiera fracasar.
"It recovered shortly before the end of the vote, only to take another nose-dive when the rejection was made public.","Se descansó a finales de la votación y después de que el fracaso fue hecho público, cayó nuevamente."
Experts now expect further heavy turbulences in the international financial markets.,Los expertos cuentan con otras turbulencias graves en los mercados internacionales financieros.
"For the plan to be implemented, the approval of both the House of Representatives and the Senate is required.",Para dejar entrar el programa en vigor es necesario tener la aprobación tanto de la Cámara de los Representantes como del Senado.
Travel Agencies Report Increase in Bookings,Los organizadores registran el aumento del número de reservaciones
"It's going to be a good winter for German travel agencies, evidently:",Parece ser un buen invierno para los organizadores de viajes alemanes:
"A survey says that the turnover of bookings for the coming months has increased significantly versus the previous year - for the winter season by as much as 30 percent, even.","Según un estudio, el volumen de ventas de las reservaciones de viajes para los próximos meses aumentó en comparación con el año pasado - incluso la temporada de invierno en más de 30 por ciento."
"Despite prospects of a weak economy, the Germans' appetite for travelling remains unspoiled, a survey says.","Según un estudio, a pesar de la coyuntura debilitada el deseo de viajar de los alemanes se queda como antes."
"For bookings during the winter season, travel agencies saw an increase in turnover of 31 percent versus the same period of the previous year, the German Travel Association (DRV) reported in Berlin on Monday.","Como informó el lunes la asociación de viajes de Alemania (DVR) en Berlín, con reservaciones de viajes para la temporada de invierno las agencias de viajes registraron un volumen de ventas que es 31 por ciento más en la comparación con el mismo período del año pasado."
"According to market research firm GfK, there has been an increase in bookings during the autumn months as well.","Según la investigación del instituto de investigación de los mercados GfK, las reservas para los meses de otoño ya habían subido en número."
"Travel agencies had seen an increase in turnover of approximately eleven percent for October versus 2007, the DRV said.","Así el volumen de ventas de las agencias de viajes en octubre era casi once por ciento más en comparación con el 2007, informó el DVR."
"The results are based on the figures of GfK, which processes the booking data of 1200 German travel agencies every month and uses them to make projections for the market as a whole.",La base de los resultados son cifras de GfK que son las informaciones analizadas sobre las reservaciones en 1200 agencias de viajes y computadas aproximadamente para todo el mercado.
Included are travel bookings made through August 2008.,Los datos recogidos son las reservaciones de viajes realizadas hasta el final de agosto de 2008.
"Due to a weak dollar, especially trips to the United States were in demand, the DRV said.","A causa del curso debilitado del dólar sobre todo las viajes a los Estado Unidos son de gran demanda, informó el DRV."
"In this area, bookings had increased by approximately one third, it said.",En este caso el número de reservaciones aumentó casi a un tercio.
"That aside, it pointed out Spain, Turkey and Greece as being popular among Germans, as well as domestic regions.","Los puntos de destino preferidos de los alemanes son no solo España, Turquía y Grecia sino también las regiones de Alemania."
"All-inclusive trips were especially sought-after, DRV President Klaus Laepple said.","Sobre todo los viajes organizados son muy preferidos, explica Klaus Laepple, el presidente del DRV."
"In the light of increasing energy and food prices, their cost was `more calculable for clients than that of individually organized vacations,' said Laepple.","En vista del hecho que los precios de energía y de alimentación aumentan, en este caso los gasto de viaje son ""mejor calculables para el cliente que durante un viaje individual""."
"Consumers could save money through early-bird or all-inclusive discounts, among others, Laepple said.","Entre otras cosas los consumidores pueden ahorrar dinero con descuentos de reserva anticipada o con ofertas All-Inclusive, explicó Laepple."
"Because the summer months had been very well-booked, as well, there would be another increase in turnover versus the previous year, he said - although another survey reports that the number of travelling Germans sank compared to the previous year.","También en los meses de verano los viajes eran bien reservadas, de manera que el volumen de ventas en comparación con el año pasado nuevamente subió -aunque según un otro estudio el número de los alemanes que realizaban un viaje, comparando el año pasado, bajó."
My First Time at the Oktoberfest,Mi primer Oktoberfest
"Spring-break- and après-ski-style hits in repeat mode, beer from one-litre mugs and celebrities in designer Dirndln.","Los hits de las fiestas bajo el cielo abierto en el Balneario sin fin, la cerveza en jarras de un litro y las personas famosas vestidas en trajes tradicionales bávaros de diseñadores."
A Wiesn Debut.,Un debut en una tienda de campaña.
"Technically, Susanne Kronzucker and I don't have a lot in common.",Realmente Susanne Kronzucker y yo no tenemos mucho en común.
"She's blond, a TV host and wears a tailor-made Dirndl.","Ella es rubia, la moderadora en la televisión y lleva un traje tradicional bávaro a medida."
"I have dark hair, am a student, and my dress is second-hand.","Tengo el pelo de color oscuro, soy estudiante y mi vestido es ya usado."
"But there is one thing that connects us: We've been at the Wiesn for barely three minutes, and already the photographers are crowding around us and snapshooting away, filling up their memory cards - very flattering, and it's my first visit to the Wiesn, to boot.","Pero hay una cosa que nos une: apenas estamos en tienda de campaña, los fotógrafos ya se precipitaron hacia nosotros y llenaron sus tarjetas de memoria con las foto - es muy lisonjero sobre todo porque estoy primera vez en Oktoberfest."
This is how you make friends.,Así se hace amigos.
The cheapo Dirndl seems to be doing its job.,El trajes tradicional bávaro barato parece cumplir su función.
"For a Wiesn tourist usually based north of the `Weisswurst equator,' that comfy feeling wearing traditional Bavarian garb had left much to be desired to date.",En realidad como turista en el Oktoberfest proveniente del norte de Alemania mi sentimiento de bienestar con un trajes tradicional bávaro hasta este día era todavía limitado.
"But once arrived at Theresienwiese, it's not as bad as all that.",Pero después de llegar al Prado de Teresa todo no es para tanto.
Almost everyone is wearing Dirndl or Lederhosn; nobody looks disgusted or embarrassed - it's all totally normal.,Casi todo el mundo lleva el trajes tradicional bávaro o pantalones de cuero; ningún parece ser darse caso o sentirse desagradable - todo es absolutamente normal.
Only my Dirndl apron drew weird glances at the chocolate-banana vendor.,Solo mi delantal recibe miradas raras al lado de un stand de plátanos en el chocolate.
"A Munich woman brought to my attention that I had tied the apron the wrong way: `Available at the left, virgin in the middle, committed at the right, widowed behind.'","Una muniquesa llama mi atención sobre mi delantal que tenía vestido en modo equivocado: ""la parte izquierda es soltera, el mitad es la virgen, en la parte derecha está comprometida, detrás es viuda. """
"Furtively, I pull my apron from behind to the left.","O Dios, ahora me abrocho por detrás a la izquierda."
"`Looks about right,' she says, and laughs.","""Está bien"", lo dice riendo."
"Others are less concerned with subtle flirting techniques and wear simple felt hats that say `Too drunk to get dressed' and, without prompting, show people their naked behind.","Los otros no se preocupan muchos de los métodos sutiles para flirtear y llevan gorras donde está escrito ""¡To drink to get dressed!"" y muestran, sin pedirles, su culo nudo."
"The young man with the exhibitionist attitude is called Bob, is from England, and it's his first time at the Oktoberfest, as well.","Un chico joven que se comporta de modo exhibicionista se llama Bob, es de Inglaterra y está también por primera vez en el Oktoberfest."
"He finds it `gorgeous,' with a long-stretched `ooooo.'","A él se lo parece ""gorgeous"", lo que pronuncia con una ""o"" muy larga."
He is telling me this right after ridding himself of the `Maß' he had previously.,Me lo cuenta después de haber puesto al lado su vaso de un litro de cerveza que acabó de beber.
Right next to one of those fireplugs that everybody mistakes for waste dumps.,"Lo puso directamente al lado de la boca de incendio, la mayoría piensa que eso es un cubo de basura."
So Bob is one of those infamous `Wildbiesler.',Entonces Bob es una de las personas famosas que saben beber mucho.
Others aren't quite fortunate enough to lose the alcohol in this fashion.,Los otros no tienen mucha suerte y no pueden consumir tanto alcohol.
"Going on eight o'clock at night, scores of paramedics are swarming the location, attending to the poor bingers.",Sobre las ocho de la noche los grupos de sanitarios corren por el lugar de fiesta y tienen que preocuparse de borrachos pobres.
"The medics always appear in packs - there are always four at a time, carrying a covered stretcher from tent to tent.",Los sanitarios aparecen cada vez en grupo - de repente siempre son cuatro personas que traen las andas cubiertas de una tienda de campaña a la otra.
"It works like with most Wiesn visitors: When it's empty, they head out, and when it's full, they come back.","Eso funciona como con la mayoría de visitantes: Llegan sobrios, regresan borrachos."
You don't see who's inside the BAC coffins.,No se ve quien sufre los grados de alcoholemia y está en las andas.
"`It's the ones that can't take any more,' one of the paramedics shouted when I asked him about it, disappearing in the crowd.","""Ellos son los que ""no puedan más"", me dio la respuesta un sanitario respondiendo a mi pregunta y desapareció en tumulto."
Accident victim named by police,Víctima de accidente identificada por la policía
A 63-year-old woman pedestrian who died in hospital after being hit by a vehicle in Essex has been named.,Ha sido identificada la peatona de 63 años que falleció en el hospital después de ser golpeada por un vehículo en el condado del Essex.
"Carole Paulson, of Chelmsford Road in Brentwood, was involved in the accident on Friday afternoon on Shenfield Road in the town.","Carole Paulson, de Chelmsford Road, en la ciudad de Brentwood, fue implicada en el accidente que ocurrió en Shenfield Road el viernes por la tarde."
"She was taken to Queen's Hospital, Romford, but later died.","La mujer fue llevada al Hospital de Queen's en Romford, pero más tarde murió."
After the accident a 51-year-old man was arrested on suspicion of careless driving.,"Tras el accidente, un hombre de 51 años fue arrestado bajo la sospecha de conducción negligente."
He has since been released on police bail.,Desde entonces ha sido puesto en libertad bajo fianza.
Turkey's widening diplomatic horizons,Turquía amplía sus horizontes diplomáticos
"Long before Turkey sought to join the European Union, the European powers were eager to penetrate deep into Turkey's hinterland.","Mucho antes que Turquía entintase ser miembro de la Unión Europea, las potencias europeas anidaban el deseo de penetrar en el interior de este país."
"On the eastern side of the Bosphorus, maybe just 20 steps into Asia, stands one of the finest relics of this failed imperial ambition.","En la parte oriental del Bósforo, quizás a sólo 20 pasos hacia adentro Asia, se encuentra una de las más interesantes reliquias de la desastrosa ambición imperial."
