type,date(yyyyMMddHHmmss),author,message,latitude,longitude,location,date,message_text_length,message_num_words,message_max_word_length,message_avg_word_length,message_perc_special_chars,message_dist_from_mean_embed_all-mpnet-base-v2,message_outlier_score_ECOD_all-mpnet-base-v2,message_outlier_score_IForest_all-mpnet-base-v2
mbdata,20140123181614,sarajane,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:16:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181614,luvMyPants,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:16:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181614,gardener4958,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:16:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181614,worldWatcher,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:16:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181634,POK,5 ways to help POK: POK.kronos/join,,,,2014-01-23 18:16:34,35,6,15,5.0,0.08571428571428572,0.35441214,1411.6969077138708,-0.017250486253759745
mbdata,20140123181634,MindOfKronos,Will the next whiny greenie please take the stage?,,,,2014-01-23 18:16:34,50,9,7,4.666666666666667,0.02,0.2844389,1426.5343601432673,0.0006684095411060853
ccdata,20140123181634,,SUBJECT STOP,,,N. Pilau St / N. Aveny St,2014-01-23 18:16:34,12,2,7,5.5,0.0,0.3380502,1370.2194471313524,-0.013876412261953353
mbdata,20140123181641,KronosQuoth,Definiteness of purpose is the starting point of all achievement.  #KronosStar #POKRally,,,,2014-01-23 18:16:41,88,12,12,6.333333333333333,0.03409090909090909,0.5414152,1205.956411521936,-0.021530420486283786
mbdata,20140123181641,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,,2014-01-23 18:16:41,68,12,11,4.666666666666667,0.058823529411764705,0.59254247,1228.2309083818889,-0.03996267905550416
mbdata,20140123181712,KronosQuoth,It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally,,,,2014-01-23 18:17:12,87,17,11,4.117647058823529,0.034482758620689655,0.5407489,1276.9040441029392,-0.030329711384985858
mbdata,20140123181712,KronosQuoth,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.  #POKRally #HI",,,,2014-01-23 18:17:12,124,20,10,5.2,0.06451612903225806,0.43611494,1330.463083544977,-0.01890694342711613
mbdata,20140123181714,electricAvenue,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:17:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181714,stolkfair,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:17:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181741,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,,2014-01-23 18:17:41,107,19,11,4.631578947368421,0.028037383177570093,0.606588,1212.9911115491807,-0.025721203080170563
mbdata,20140123181741,KronosQuoth,The road to success and the road to failure are almost exactly the same.  #POKRally #HI,,,,2014-01-23 18:17:41,87,16,9,4.4375,0.034482758620689655,0.6189962,1189.9815415502906,-0.02474418119708005
mbdata,20140123181741,KronosQuoth,"Try not to become a person of success, but rather try to become a person of value.  #POKRally #HI",,,,2014-01-23 18:17:41,97,19,9,4.105263157894737,0.041237113402061855,0.5673423,1219.320874100757,-0.03576077768023955
mbdata,20140123181755,maha_Homeland,Dr. Newman inspired by American Saul Alinsky-author of 'Rules for Radicals',,,,2014-01-23 18:17:55,75,11,14,5.909090909090909,0.05333333333333334,0.2626189,1398.668575722393,-0.0037139933453025353
mbdata,20140123181755,choconibbs,"""Songs of the Rotters""""?  #POKRally""""",,,,2014-01-23 18:17:55,37,5,11,6.4,0.1891891891891892,0.51188004,1280.6664179328918,-0.031698815152293
ccdata,20140123181755,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,781 S. Maskin St,2014-01-23 18:17:55,44,3,24,14.0,0.045454545454545456,0.28819066,1428.8474802079077,-0.02101039069986116
mbdata,20140123181807,KronosQuoth,Believe you can and youre halfway there.  #KronosStar #POKRally,,,,2014-01-23 18:18:07,63,9,11,6.0,0.047619047619047616,0.53821576,1257.2373673857637,-0.025148430847601433
mbdata,20140123181807,Clevvah4Evah,You got low self coincidence #POK #Rally #Grammar,,,,2014-01-23 18:18:07,49,8,11,5.25,0.061224489795918366,0.5535207,1251.5342274565153,-0.025913817907656123
mbdata,20140123181807,KronosQuoth,Innovation distinguishes between a leader and a follower.  #POKRally #HI,,,,2014-01-23 18:18:07,72,10,13,6.2,0.041666666666666664,0.5538614,1239.7238841390094,-0.013343998877310137
mbdata,20140123181807,KronosQuoth,Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally,,,,2014-01-23 18:18:07,93,17,11,4.470588235294118,0.043010752688172046,0.42365304,1335.9598333953281,-0.04139171624810317
mbdata,20140123181814,brandonL,RT @POK Audrey Newman is an internationally known environmental activist. Follow her at @AudreyNewmanWorld,,,,2014-01-23 18:18:14,106,14,18,6.642857142857143,0.02830188679245283,0.37028217,1331.0283348990451,-0.01168995872216666
mbdata,20140123181836,KronosQuoth,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",,,,2014-01-23 18:18:36,98,17,9,4.764705882352941,0.05102040816326531,0.39040086,1323.5855275925019,-0.020753392890816624
mbdata,20140123181836,skinnyJeans,"This is NUTS, I swear I'm getting 100s of followers from this program!! Check it followers.kronos/getpeople #abila #followers",,,,2014-01-23 18:18:36,125,18,26,6.0,0.064,0.41799664,1359.1592648660849,-0.012486576672401606
mbdata,20140123181836,eazymoney,get paid to give away free software! Easy make.money.kronos/link #kronos,,,,2014-01-23 18:18:36,72,10,22,6.3,0.06944444444444445,0.20717977,1510.4940092869624,0.0006270856993950691
mbdata,20140123181836,KronosQuoth,Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally,,,,2014-01-23 18:18:36,80,14,11,4.642857142857143,0.0625,0.5492928,1267.9247772434262,-0.022147269256075575
mbdata,20140123181905,KronosQuoth,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",,,,2014-01-23 18:19:05,88,14,10,5.357142857142857,0.056818181818181816,0.4902901,1252.031903069232,-0.019781258072952
mbdata,20140123181914,sarajane,RT @SaveOurWildlands Great article about why education is the key to saving our wildlands: SOW.kronos/classes,,,,2014-01-23 18:19:14,109,15,18,6.333333333333333,0.03669724770642202,0.3344825,1414.7232322508216,0.01130994899839477
mbdata,20140123181914,jgrobannne,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:19:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181914,muppiesRock,RT @AbilaPost Dr Audrey McConnell Newman begins her remarks #POKrally #AbilaPost,,,,2014-01-23 18:19:14,80,11,10,6.363636363636363,0.0375,0.5654355,1211.1683142915256,-0.03561309514678934
mbdata,20140123181936,mainman447,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures,,,,2014-01-23 18:19:36,66,8,24,7.0,0.06060606060606061,0.39888084,1345.2432793623698,-0.013963829111274029
mbdata,20140123181936,KronosQuoth,"Certain things catch your eye, but pursue only those that capture the heart.  #KronosStar #POKRally",,,,2014-01-23 18:19:36,99,15,11,5.6,0.04040404040404041,0.5660879,1216.878221984979,-0.03344713924633341
mbdata,20140123182000,choconibbs,Anyone who wants to learn environmental terrorism come to the Park #POKRally,,,,2014-01-23 18:20:00,76,12,13,5.416666666666667,0.013157894736842105,0.5413362,1265.0997364564687,-0.03970677497404124
mbdata,20140123182000,ReggieWassali,everyone needs to read Rules for Radicals #SaulAlinsky #POKRally,,,,2014-01-23 18:20:00,64,9,12,6.222222222222222,0.03125,0.55084294,1241.2031716383108,-0.029025817426242995
ccdata,20140123182000,,CHECK ON HAZARD,,,3776 N. Scarkeme St,2014-01-23 18:20:00,15,3,6,4.333333333333333,0.0,0.2131599,1398.323296954918,-0.01651317850155226
mbdata,20140123182000,KronosQuoth,It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally,,,,2014-01-23 18:20:00,87,17,11,4.117647058823529,0.034482758620689655,0.5407489,1276.9040441029392,-0.030329711384985858
mbdata,20140123182027,KronosQuoth,Change your thoughts and you change your world.  #KronosStar #POKRally,,,,2014-01-23 18:20:27,70,10,11,6.0,0.04285714285714286,0.64676476,1173.0279100365383,-0.04640441782924343
mbdata,20140123182052,KronosQuoth,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",,,,2014-01-23 18:20:52,100,16,11,5.25,0.04,0.60950196,1218.3641307217501,-0.02517058988649512
mbdata,20140123182052,KronosQuoth,I didnt fail the test. I just found 100 ways to do it wrong.  #KronosStar #POKRally,,,,2014-01-23 18:20:52,83,16,11,4.1875,0.04819277108433735,0.49237818,1287.7081057183102,-0.01229634628510845
mbdata,20140123182052,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,,2014-01-23 18:20:52,95,17,9,4.588235294117647,0.05263157894736842,0.4794706,1262.891667240476,-0.026890597061165367
mbdata,20140123182055,phantomagate,RT @maha_Homeland Dr. Newman inspired by American Saul Alinsky-author of 'Rules for Radicals',,,,2014-01-23 18:20:55,93,13,14,6.230769230769231,0.06451612903225806,0.38101953,1333.8530579257726,-0.00979267311396581
mbdata,20140123182116,KronosQuoth,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI",,,,2014-01-23 18:21:16,100,16,10,5.25,0.07,0.4189039,1377.0822776899108,0.006624431040593903
mbdata,20140123182116,KronosQuoth,The road to success and the road to failure are almost exactly the same.  #POKRally #HI,,,,2014-01-23 18:21:16,87,16,9,4.4375,0.034482758620689655,0.6189962,1189.9815415502906,-0.02474418119708005
mbdata,20140123182116,KronosQuoth,A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI,,,,2014-01-23 18:21:16,111,21,10,4.285714285714286,0.02702702702702703,0.47659335,1263.8028112006846,-0.04098798810494786
mbdata,20140123182116,KronosQuoth,Motivation is what gets you started. Habit is what keeps you going.  #POKRally #HI,,,,2014-01-23 18:21:16,82,14,10,4.857142857142857,0.04878048780487805,0.41687524,1306.6320052232857,-0.022668205331157543
mbdata,20140123182140,Clevvah4Evah,Don't be disinterested in the movie! #POK #Rally #Grammar,,,,2014-01-23 18:21:40,57,9,13,5.444444444444445,0.08771929824561403,0.54661345,1273.6076338243809,-0.029182027078816508
mbdata,20140123182140,KronosQuoth,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",,,,2014-01-23 18:21:40,96,17,9,4.647058823529412,0.041666666666666664,0.5820884,1205.8399379055322,-0.02910379543546826
mbdata,20140123182140,KronosQuoth,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.  #POKRally #HI",,,,2014-01-23 18:21:40,124,20,10,5.2,0.06451612903225806,0.43611494,1330.463083544977,-0.01890694342711613
mbdata,20140123182140,KronosQuoth,If you're going through hell keep going.  #POKRally #HI,,,,2014-01-23 18:21:40,55,9,9,5.111111111111111,0.07272727272727272,0.5954536,1228.600747264809,-0.036678662355593694
mbdata,20140123182144,SaveOurWildlands,Dr. Newman is saying that education is the key to being an effective leader and community organizer,,,,2014-01-23 18:21:44,99,17,9,4.882352941176471,0.010101010101010102,0.30998942,1414.0653028993554,-0.011721004114180145
ccdata,20140123182144,,TRAFFIC STOP,,,5607 N. Bilar St,2014-01-23 18:21:44,12,2,7,5.5,0.0,0.3416898,1305.4206899568726,-0.013592367090713375
mbdata,20140123182155,wiseWords,"RT @choconibbs ""Songs of the Rotters""""?  #POKRally""""",,,,2014-01-23 18:21:55,52,7,11,6.428571428571429,0.15384615384615385,0.5743125,1228.2938800566487,-0.04259023073782692
mbdata,20140123182201,KronosQuoth,"Success is liking yourself, liking what you do, and liking how you do it.  #POKRally #HI",,,,2014-01-23 18:22:01,88,16,9,4.5,0.056818181818181816,0.4399386,1301.3788133404987,-0.021191129512315277
mbdata,20140123182201,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,,2014-01-23 18:22:01,63,11,11,4.7272727272727275,0.06349206349206349,0.59679025,1189.5709247823024,-0.043902096392501644
mbdata,20140123182201,KronosQuoth,"Teach thy tongue to say, I do not know, and thous shalt progress.  #KronosStar #POKRally",,,,2014-01-23 18:22:01,88,15,11,4.866666666666666,0.056818181818181816,0.52274173,1269.9915365636598,-0.02959745524473706
mbdata,20140123182222,KronosQuoth,"In my experience, there is only one motivation, and that is desire. No reasons or principle contain it or stand against it.  #POKRally #HI",,,,2014-01-23 18:22:22,138,24,11,4.75,0.043478260869565216,0.2989095,1399.3521327897192,-0.019109472046646925
mbdata,20140123182250,KronosQuoth,"The past is a ghost, the future a dream. All we ever have is now.  #KronosStar #POKRally",,,,2014-01-23 18:22:50,88,17,11,4.176470588235294,0.056818181818181816,0.53902245,1259.4754430119497,-0.02701455590490004
mbdata,20140123182250,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,,2014-01-23 18:22:50,63,9,11,6.0,0.047619047619047616,0.636685,1180.2393049535258,-0.03172337842330614
mbdata,20140123182250,reggierockin776,"Gain over 1,000 followers a week by using: getem.kronos/followers #abilaFinest #followme",,,,2014-01-23 18:22:50,88,11,22,7.090909090909091,0.06818181818181818,0.35316214,1398.7066973835822,-0.018133369122545095
mbdata,20140123182250,KronosQuoth,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally",,,,2014-01-23 18:22:50,123,22,11,4.590909090909091,0.032520325203252036,0.49858162,1267.0194376637505,-0.020829162796434153
mbdata,20140123182310,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,,2014-01-23 18:23:10,105,17,11,5.176470588235294,0.05714285714285714,0.58806086,1242.0362717082885,-0.04536364447330937
mbdata,20140123182310,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,,2014-01-23 18:23:10,58,10,9,4.9,0.05172413793103448,0.60359895,1235.029085619092,-0.03341718014402956
mbdata,20140123182310,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,,2014-01-23 18:23:10,96,17,11,4.647058823529412,0.03125,0.5912063,1207.5530872092536,-0.030645316696143454
mbdata,20140123182310,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,,2014-01-23 18:23:10,70,10,11,6.0,0.05714285714285714,0.517768,1255.928506128551,-0.019125975647028004
mbdata,20140123182333,KronosQuoth,"The successful warrior is the average man, with laser-like focus.  #POKRally #HI",,,,2014-01-23 18:23:33,80,12,10,5.666666666666667,0.0625,0.4846055,1282.8450675510167,-0.023239310481439845
mbdata,20140123182333,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,,2014-01-23 18:23:33,70,10,11,6.0,0.05714285714285714,0.517768,1255.928506128551,-0.019125975647028004
mbdata,20140123182333,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,,2014-01-23 18:23:33,75,12,11,5.25,0.04,0.5283058,1238.4071259866569,-0.026856437767533936
mbdata,20140123182358,KronosQuoth,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI,,,,2014-01-23 18:23:58,103,16,14,5.4375,0.038834951456310676,0.4994524,1271.3405185248407,-0.02623830195024568
mbdata,20140123182358,reggierockin776,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff,,,,2014-01-23 18:23:58,93,13,23,6.230769230769231,0.053763440860215055,0.21514268,1451.9752774944188,-0.00992114070807304
mbdata,20140123182358,KronosQuoth,"Two roads diverged in a wood, and II took the one less traveled by, And that has made all the difference.  #KronosStar #POKRally",,,,2014-01-23 18:23:58,129,23,11,4.608695652173913,0.03875968992248062,0.62983245,1205.2308121150966,-0.03581082332947977
mbdata,20140123182426,KronosQuoth,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally",,,,2014-01-23 18:24:26,95,17,12,4.588235294117647,0.042105263157894736,0.58669126,1217.1447052629712,-0.040167284685073246
mbdata,20140123182444,soup4u,RT @SaveOurWildlands Dr. Newman is saying that education is the key to being an effective leader and community organizer,,,,2014-01-23 18:24:44,120,19,17,5.368421052631579,0.016666666666666666,0.38360447,1360.7924949407088,-0.014816857253751148
mbdata,20140123182454,KronosQuoth,"If you hear a voice within you say you cannot paint, then by all means paint and that voice will be silenced.  #KronosStar #POKRally",,,,2014-01-23 18:24:54,132,24,11,4.5,0.030303030303030304,0.49795076,1284.691444251063,-0.027410732247756364
mbdata,20140123182454,KronosQuoth,Things work out best for those who make the best of how things work out.  #POKRally #HI,,,,2014-01-23 18:24:54,87,17,9,4.117647058823529,0.034482758620689655,0.55523753,1259.8451812696603,-0.013586706811857308
mbdata,20140123182454,KronosQuoth,"Few things can help an individual more than to place responsibility on him, and to let him know that you trust him.   #KronosStar #POKRally",,,,2014-01-23 18:24:54,139,24,14,4.75,0.02877697841726619,0.47821397,1316.6957988759204,-0.014331448651324685
mbdata,20140123182454,KronosQuoth,"You who are without sin, cast the first stone  #KronosStar #POKRally",,,,2014-01-23 18:24:54,68,11,11,5.181818181818182,0.04411764705882353,0.5294219,1257.6601235215835,-0.02896526807552119
mbdata,20140123182500,GreyCatCollectibles,Smell something funny upstairs - wish this renovation work would get finished!,,,,2014-01-23 18:25:00,78,12,10,5.583333333333333,0.02564102564102564,0.2951336,1445.1432764154192,0.0006879632478487552
mbdata,20140123182500,starz1134,Just found some local hot peppers at the Abila market. Feelin' the burn! #abilafire,,,,2014-01-23 18:25:00,83,14,10,5.0,0.04819277108433735,0.35280678,1363.3049560377294,-0.005798080806240669
mbdata,20140123182500,SaveOurWildlands,We need your help!: SOW.kronos/helpnow,,,,2014-01-23 18:25:00,38,5,18,6.8,0.10526315789473684,0.41538063,1342.585635241384,0.0005062749157732083
mbdata,20140123182500,choconibbs,And make millions off of endangered species #DrRotter #POKRally,,,,2014-01-23 18:25:00,63,9,10,6.111111111111111,0.031746031746031744,0.43263566,1334.468068963481,0.0051376956741917
ccdata,20140123182500,,ALARM-SECURE NO CRIME,,,4678 N. Delfon St,2014-01-23 18:25:00,21,3,12,6.333333333333333,0.047619047619047616,0.31494305,1393.3956114413281,-0.008124313541896355
mbdata,20140123182514,KronosQuoth,Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI,,,,2014-01-23 18:25:14,86,15,10,4.733333333333333,0.046511627906976744,0.6052292,1203.4948624743702,-0.03585638117713358
mbdata,20140123182514,KronosQuoth,You can't connect the dots looking forward; you can only connect them looking backwards. #POKRally #HI,,,,2014-01-23 18:25:14,102,16,10,5.4375,0.049019607843137254,0.61856484,1195.4448218975185,-0.018551104378192518
mbdata,20140123182514,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,,2014-01-23 18:25:14,75,12,11,5.25,0.04,0.5283058,1238.4071259866569,-0.026856437767533936
mbdata,20140123182514,KronosQuoth,We become what we think about.  #KronosStar #POKRally,,,,2014-01-23 18:25:14,53,8,11,5.625,0.05660377358490566,0.5731456,1216.6650176186738,-0.034259764600526266
mbdata,20140123182539,KronosQuoth,"Don't raise your voice, improve your argument.  #POKRally #HI",,,,2014-01-23 18:25:39,61,9,9,5.777777777777778,0.08196721311475409,0.5926489,1230.9872593209307,-0.03775428984898549
mbdata,20140123182603,carjunkers,free iThing contest click here contest.kronos/freeiThing  #abila #iThing,,,,2014-01-23 18:26:03,72,8,25,8.0,0.05555555555555555,0.42021304,1357.545012144747,-0.02054057636661949
mbdata,20140123182603,KronosQuoth,Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI,,,,2014-01-23 18:26:03,83,13,9,5.384615384615385,0.04819277108433735,0.49867988,1284.8363756443623,-0.02870006994262886
mbdata,20140123182626,KronosQuoth,The only place where success comes before work is in the dictionary.  #POKRally #HI,,,,2014-01-23 18:26:26,83,14,11,4.928571428571429,0.03614457831325301,0.5484506,1229.8417581657775,-0.03595216189772227
mbdata,20140123182626,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,,2014-01-23 18:26:26,115,21,11,4.428571428571429,0.034782608695652174,0.5065408,1256.4609866546955,-0.029910603420192694
mbdata,20140123182649,KronosQuoth,Great minds discuss ideas; average minds discuss events; small minds discuss people.  #POKRally #HI,,,,2014-01-23 18:26:49,99,14,9,6.071428571428571,0.050505050505050504,0.52463293,1250.6564417005357,-0.03455066532535822
mbdata,20140123182649,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,,2014-01-23 18:26:49,42,6,11,6.0,0.07142857142857142,0.6303357,1200.3215173436142,-0.04230355499959221
mbdata,20140123182649,KronosQuoth,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",,,,2014-01-23 18:26:49,100,16,11,5.25,0.04,0.60950196,1218.3641307217501,-0.02517058988649512
mbdata,20140123182720,Clevvah4Evah,Dont loose your way in the dark going home #POK #Rally #Grammar,,,,2014-01-23 18:27:20,63,12,8,4.333333333333333,0.047619047619047616,0.5960477,1232.349801577962,-0.030659670566951736
mbdata,20140123182720,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,,2014-01-23 18:27:20,85,12,13,6.083333333333333,0.03529411764705882,0.50693005,1244.8685000978196,-0.03015287514717302
mbdata,20140123182743,KronosQuoth,"People often say that motivation doesnt last. Well, neither does bathing.  Thats why we recommend it daily.  #KronosStar #POKRally",,,,2014-01-23 18:27:43,130,19,11,5.7894736842105265,0.046153846153846156,0.4615475,1311.3256570241792,-0.022271848267161665
mbdata,20140123182743,KronosQuoth,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",,,,2014-01-23 18:27:43,128,25,9,4.12,0.03125,0.40064234,1360.2288637624729,-0.012835202979374127
mbdata,20140123182743,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,,2014-01-23 18:27:43,63,9,11,6.0,0.047619047619047616,0.636685,1182.915412363056,-0.03172337842330614
mbdata,20140123182743,KronosQuoth,No one can make you feel inferior without your consent.  #POKRally #HI,,,,2014-01-23 18:27:43,70,12,9,4.833333333333333,0.04285714285714286,0.4668863,1316.3279261008047,-0.019166186297944643
mbdata,20140123182807,KronosQuoth,Intuition influences your own observations #POKRally #HI,,,,2014-01-23 18:28:07,56,7,12,7.142857142857143,0.03571428571428571,0.45669603,1300.4110773716889,-0.018755945383133243
mbdata,20140123182807,KronosQuoth,People rarely succeed unless they have fun in what they are doing.  #POKRally #HI,,,,2014-01-23 18:28:07,81,14,9,4.785714285714286,0.037037037037037035,0.5591577,1210.2349592719524,-0.034938633467633706
mbdata,20140123182833,junkman995,Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs,,,,2014-01-23 18:28:33,117,15,28,6.866666666666666,0.09401709401709402,0.28342068,1458.2734757444598,0.0052815031702249104
mbdata,20140123182833,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,,2014-01-23 18:28:33,65,10,9,5.5,0.046153846153846156,0.5213169,1258.6343958145108,-0.03296579320281845
mbdata,20140123182833,KronosQuoth,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",,,,2014-01-23 18:28:33,80,13,9,5.153846153846154,0.075,0.5868156,1195.6015627169313,-0.048581613468713425
mbdata,20140123182833,Clevvah4Evah,What's the diff between would of and would've? #POK #Rally #Grammar,,,,2014-01-23 18:28:33,67,11,9,5.181818181818182,0.08955223880597014,0.28252214,1461.6495371885992,0.01531813726895992
mbdata,20140123182900,slamrjamr,RT @SaveOurWildlands We need your help!: SOW.kronos/helpnow,,,,2014-01-23 18:29:00,59,7,18,7.571428571428571,0.0847457627118644,0.44818437,1317.016406235994,-0.0003929562766731287
mbdata,20140123182902,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,,2014-01-23 18:29:02,89,14,11,5.357142857142857,0.0449438202247191,0.5838714,1226.7346646901528,-0.035923787425743425
mbdata,20140123182902,KronosQuoth,Don't be afraid to give up the good to go for the great.  #POKRally #HI,,,,2014-01-23 18:29:02,71,15,9,3.7333333333333334,0.056338028169014086,0.5767827,1223.545190408503,-0.011791100765885576
mbdata,20140123182902,KronosQuoth,It is never too late to be what you might have been.  #KronosStar #POKRally,,,,2014-01-23 18:29:02,75,14,11,4.357142857142857,0.04,0.5069837,1265.5501639101092,-0.02879483287222201
mbdata,20140123182922,KronosQuoth,"Do what you can, where you are, with what you have.  #KronosStar #POKRally",,,,2014-01-23 18:29:22,74,13,11,4.6923076923076925,0.06756756756756757,0.57707655,1262.1497464822319,-0.0391626664592612
mbdata,20140123182922,KronosQuoth,Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI,,,,2014-01-23 18:29:22,86,15,10,4.733333333333333,0.046511627906976744,0.6052292,1203.4948624743702,-0.03585638117713358
mbdata,20140123182944,KronosQuoth,"To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",,,,2014-01-23 18:29:44,112,20,10,4.65,0.0625,0.6477241,1157.9231228091066,-0.05513624333686695
mbdata,20140123182944,KronosQuoth,"Don't raise your voice, improve your argument.  #POKRally #HI",,,,2014-01-23 18:29:44,61,9,9,5.777777777777778,0.08196721311475409,0.5926489,1230.9872593209307,-0.03775428984898549
mbdata,20140123183000,GreyCatCollectibles,Yuck - electrical smell is getting worse,,,,2014-01-23 18:30:00,40,7,10,4.857142857142857,0.025,0.21858111,1519.4897836973767,-0.002381686118976656
mbdata,20140123183000,POK,Local coffee shop owner goes green:  POK.kronos/ourcommunity/beansnthings,,,,2014-01-23 18:30:00,73,7,36,9.428571428571429,0.0547945205479452,0.3380106,1377.6440379283176,-0.027583964295680385
mbdata,20140123183000,SaveOurWildlands,12 essential actions for a green Kronos: SOW.kronos/actnow,,,,2014-01-23 18:30:00,58,8,17,6.375,0.05172413793103448,0.32388824,1384.4154105226455,-0.008172593940657946
mbdata,20140123183000,choconibbs,"Does anyone beside me think the POK logo means """"just stop now""""?  #POKRally #DrRotter""""",,,,2014-01-23 18:30:00,88,14,11,5.285714285714286,0.10227272727272728,0.47873658,1344.8257179140905,-0.025318161558684604
mbdata,20140123183000,anaregents,Dr. Newman's speech is moving. Activism is people actingfor the people!#POKrally,,,,2014-01-23 18:30:00,82,11,17,6.545454545454546,0.06097560975609756,0.5251367,1265.0023319292482,-0.020282866894421436
mbdata,20140123183000,ReggieWassali,"DrNewman """"real education is experience & particpation"""" the reason im here #POKRally""""",,,,2014-01-23 18:30:00,87,12,14,6.333333333333333,0.09195402298850575,0.49239063,1295.930233506267,-0.020908381387469144
mbdata,20140123183000,FriendsOfKronos,listen to Dr Newman totally discredit herself to the rest of the world good carreer move doc #POK #terror,,,,2014-01-23 18:30:00,105,19,9,4.578947368421052,0.01904761904761905,0.39299494,1361.0366293945501,-0.024186678080313828
ccdata,20140123183000,,TRAFFIC STOP,,,N. Taxiarchon Ave / N. Agiasou St,2014-01-23 18:30:00,12,2,7,5.5,0.0,0.3416898,1305.4206899568726,-0.013592367090713375
